"Date","Price","Open","High","Low","Vol.","Change %"
"05/20/2022","6,285.24","6,305.46","6,377.58","6,264.84","92.86M","0.20%"
"05/19/2022","6,272.71","6,279.69","6,288.99","6,196.19","86.23M","-1.26%"
"05/18/2022","6,352.94","6,440.30","6,455.80","6,342.67","80.31M","-1.20%"
"05/17/2022","6,430.19","6,379.34","6,448.33","6,373.73","86.95M","1.30%"
"05/16/2022","6,347.77","6,315.68","6,369.05","6,286.02","75.09M","-0.23%"
"05/13/2022","6,362.68","6,250.16","6,363.24","6,238.79","85.96M","2.52%"
"05/12/2022","6,206.26","6,130.69","6,238.25","6,098.22","105.84M","-1.01%"
"05/11/2022","6,269.73","6,173.10","6,269.73","6,137.24","106.22M","2.50%"
"05/10/2022","6,116.91","6,151.52","6,206.56","6,116.91","90.24M","0.51%"
"05/09/2022","6,086.02","6,207.15","6,260.85","6,086.02","91.60M","-2.75%"
"05/06/2022","6,258.36","6,318.66","6,322.43","6,213.64","113.12M","-1.73%"
"05/05/2022","6,368.40","6,549.49","6,558.91","6,350.66","96.42M","-0.43%"
"05/04/2022","6,395.68","6,482.26","6,494.99","6,395.68","72.30M","-1.24%"
"05/03/2022","6,476.18","6,463.73","6,507.13","6,423.03","83.36M","0.79%"
"05/02/2022","6,425.61","6,469.31","6,474.81","6,308.47","87.52M","-1.66%"
"04/29/2022","6,533.77","6,557.66","6,601.15","6,514.10","83.80M","0.39%"
"04/28/2022","6,508.14","6,520.53","6,575.95","6,435.75","76.05M","0.98%"
"04/27/2022","6,445.26","6,427.40","6,474.96","6,338.61","92.04M","0.48%"
"04/26/2022","6,414.57","6,520.01","6,535.92","6,412.49","95.23M","-0.54%"
"04/25/2022","6,449.38","6,450.90","6,512.26","6,408.71","94.93M","-2.01%"
"04/22/2022","6,581.42","6,618.69","6,654.64","6,572.87","83.47M","-1.99%"
"04/21/2022","6,715.10","6,642.71","6,757.75","6,636.79","88.76M","1.36%"
"04/20/2022","6,624.91","6,557.96","6,636.55","6,542.21","87.01M","1.38%"
"04/19/2022","6,534.79","6,545.97","6,566.80","6,494.33","77.65M","-0.83%"
"04/14/2022","6,589.35","6,557.66","6,607.55","6,541.90","79.05M","0.72%"
"04/13/2022","6,542.14","6,519.16","6,563.96","6,478.45","72.47M","0.07%"
"04/12/2022","6,537.41","6,454.25","6,570.75","6,424.97","84.72M","-0.28%"
"04/11/2022","6,555.81","6,558.53","6,614.96","6,502.14","87.32M","0.12%"
"04/08/2022","6,548.22","6,540.20","6,581.56","6,494.63","91.67M","1.34%"
"04/07/2022","6,461.68","6,530.82","6,582.34","6,451.10","94.48M","-0.57%"
"04/06/2022","6,498.83","6,634.83","6,643.75","6,442.44","104.81M","-2.21%"
"04/05/2022","6,645.51","6,731.34","6,743.62","6,603.44","103.82M","-1.28%"
"04/04/2022","6,731.37","6,709.60","6,745.22","6,641.61","65.19M","0.70%"
"04/01/2022","6,684.31","6,672.98","6,708.56","6,635.27","65.15M","0.37%"
"03/31/2022","6,659.87","6,759.42","6,776.13","6,658.74","81.44M","-1.21%"
"03/30/2022","6,741.59","6,771.09","6,771.09","6,705.69","80.09M","-0.74%"
"03/29/2022","6,792.16","6,675.15","6,829.40","6,658.78","110.15M","3.08%"
"03/28/2022","6,589.11","6,578.72","6,683.70","6,572.01","78.39M","0.54%"
"03/25/2022","6,553.68","6,569.45","6,615.90","6,538.80","73.94M","-0.03%"
"03/24/2022","6,555.77","6,593.15","6,636.58","6,541.32","82.20M","-0.39%"
"03/23/2022","6,581.43","6,674.68","6,684.70","6,559.31","76.82M","-1.17%"
"03/22/2022","6,659.41","6,586.65","6,666.84","6,578.91","79.02M","1.17%"
"03/21/2022","6,582.33","6,608.79","6,642.46","6,574.07","78.34M","-0.57%"
