"Date","Price","Open","High","Low","Vol.","Change %"
"10/05/2021","24,104.15","23,771.65","24,180.08","23,681.44","1.72B","0.28%"
"10/04/2021","24,036.37","24,478.68","24,478.68","23,908.05","1.60B","-2.19%"
"09/30/2021","24,575.64","24,494.26","24,660.68","24,346.75","1.58B","-0.36%"
"09/29/2021","24,663.50","24,276.71","24,694.46","24,045.99","2.15B","0.67%"
"09/28/2021","24,500.39","24,323.00","24,679.46","24,232.98","2.46B","1.20%"
"09/27/2021","24,208.78","24,131.42","24,509.00","24,131.42","2.32B","0.07%"
"09/24/2021","24,192.16","24,487.24","24,636.64","24,095.79","2.01B","-1.30%"
"09/23/2021","24,510.98","24,614.14","24,827.46","24,313.68","2.71B","1.19%"
"09/21/2021","24,221.54","23,867.16","24,284.87","23,771.46","2.08B","0.51%"
"09/20/2021","24,099.14","24,640.43","24,640.43","23,871.84","2.65B","-3.30%"
"09/17/2021","24,920.76","24,589.17","24,920.76","24,424.74","3.10B","1.03%"
"09/16/2021","24,667.85","25,042.03","25,045.55","24,505.21","2.50B","-1.46%"
"09/15/2021","25,033.21","25,310.03","25,411.91","24,990.94","2.42B","-1.84%"
"09/14/2021","25,502.23","25,827.70","25,900.68","25,377.83","2.40B","-1.21%"
"09/13/2021","25,813.81","25,885.30","25,886.90","25,570.84","2.32B","-1.50%"
"09/10/2021","26,205.91","25,870.71","26,205.91","25,870.71","2.00B","1.91%"
"09/09/2021","25,716.00","26,076.93","26,125.09","25,624.52","2.09B","-2.30%"
"09/08/2021","26,320.93","26,396.11","26,560.04","26,164.79","1.86B","-0.12%"
"09/07/2021","26,353.63","26,207.22","26,458.88","26,135.40","1.84B","0.73%"
"09/06/2021","26,163.63","25,827.17","26,176.43","25,827.17","1.91B","1.01%"
"09/03/2021","25,901.99","26,022.67","26,052.81","25,811.77","2.55B","-0.72%"
"09/02/2021","26,090.43","26,203.52","26,359.31","25,967.98","2.02B","0.24%"
"09/01/2021","26,028.29","25,871.82","26,101.95","25,694.11","2.18B","0.58%"
"08/31/2021","25,878.99","25,524.23","25,878.99","25,110.72","2.92B","1.33%"
"08/30/2021","25,539.54","25,406.49","25,583.59","25,219.80","2.00B","0.52%"
"08/27/2021","25,407.89","25,337.55","25,641.33","25,304.62","1.53B","-0.03%"
"08/26/2021","25,415.69","25,673.78","25,706.62","25,255.83","1.83B","-1.08%"
"08/25/2021","25,693.95","25,930.05","25,982.64","25,548.47","1.72B","-0.13%"
"08/24/2021","25,727.92","25,428.68","25,727.92","25,361.75","2.05B","2.46%"
"08/23/2021","25,109.59","25,169.45","25,458.33","25,036.99","2.18B","1.05%"
"08/20/2021","24,849.72","25,241.32","25,244.75","24,581.60","2.86B","-1.84%"
"08/19/2021","25,316.33","25,787.84","25,832.92","25,183.67","2.31B","-2.13%"
"08/18/2021","25,867.01","25,800.03","26,025.14","25,708.95","1.76B","0.47%"
"08/17/2021","25,745.87","26,137.90","26,258.79","25,615.38","2.29B","-1.66%"
"08/16/2021","26,181.46","26,365.19","26,449.71","26,046.90","1.65B","-0.80%"
"08/13/2021","26,391.62","26,296.19","26,521.95","26,200.24","1.34B","-0.48%"
"08/12/2021","26,517.82","26,623.77","26,713.24","26,385.45","1.66B","-0.53%"
"08/11/2021","26,660.16","26,491.74","26,822.47","26,454.45","2.41B","0.20%"
"08/10/2021","26,605.62","26,456.61","26,610.95","26,138.87","1.74B","1.23%"
"08/09/2021","26,283.40","25,969.23","26,527.24","25,920.85","1.59B","0.40%"
"08/06/2021","26,179.40","26,262.97","26,276.87","26,002.41","1.56B","-0.10%"
"08/05/2021","26,204.69","26,390.01","26,569.37","26,126.37","1.70B","-0.84%"
"08/04/2021","26,426.55","26,161.83","26,650.82","26,009.83","1.78B","0.88%"
"08/03/2021","26,194.82","26,289.06","26,289.06","25,774.62","2.01B","-0.16%"
"08/02/2021","26,235.80","26,054.81","26,300.55","25,743.09","1.77B","1.06%"
