"Date","Price","Open","High","Low","Vol.","Change %"
"06/28/2022","2,422.09","2,405.20","2,422.10","2,393.96","564.99M","0.84%"
"06/27/2022","2,401.92","2,383.20","2,418.94","2,365.86","510.59M","1.49%"
"06/24/2022","2,366.60","2,327.11","2,373.48","2,319.99","654.44M","2.26%"
"06/23/2022","2,314.32","2,347.84","2,361.23","2,306.48","749.66M","-1.22%"
"06/22/2022","2,342.81","2,417.11","2,418.05","2,342.81","532.14M","-2.74%"
"06/21/2022","2,408.93","2,402.99","2,423.48","2,385.60","479.68M","0.75%"
"06/20/2022","2,391.03","2,449.89","2,449.89","2,372.35","592.70M","-2.04%"
"06/17/2022","2,440.93","2,409.72","2,441.34","2,396.47","634.90M","-0.43%"
"06/16/2022","2,451.41","2,481.66","2,500.36","2,447.33","584.04M","0.16%"
"06/15/2022","2,447.38","2,490.01","2,495.54","2,436.04","714.14M","-1.83%"
"06/14/2022","2,492.97","2,472.96","2,503.17","2,457.39","671.76M","-0.46%"
"06/13/2022","2,504.51","2,550.21","2,550.32","2,504.51","660.31M","-3.52%"
"06/10/2022","2,595.87","2,596.37","2,602.80","2,583.74","724.09M","-1.13%"
"06/09/2022","2,625.44","2,618.92","2,627.88","2,606.61","814.88M","-0.03%"
"06/08/2022","2,626.15","2,633.53","2,639.52","2,621.96","576.39M","-0.01%"
"06/07/2022","2,626.34","2,659.27","2,662.04","2,622.78","524.71M","-1.66%"
"06/03/2022","2,670.65","2,679.57","2,681.51","2,663.00","562.47M","0.44%"
"06/02/2022","2,658.99","2,670.74","2,674.00","2,653.59","525.26M","-1.00%"
"05/31/2022","2,685.90","2,666.88","2,685.90","2,654.32","671.68M","0.61%"
"05/30/2022","2,669.66","2,662.31","2,672.74","2,654.18","469.80M","1.20%"
"05/27/2022","2,638.05","2,640.75","2,644.71","2,631.49","590.81M","0.98%"
"05/26/2022","2,612.45","2,616.99","2,641.91","2,602.01","595.85M","-0.18%"
"05/25/2022","2,617.22","2,621.75","2,630.17","2,602.94","712.61M","0.44%"
"05/24/2022","2,605.87","2,638.94","2,646.99","2,605.87","851.24M","-1.57%"
"05/23/2022","2,647.38","2,651.63","2,653.87","2,634.29","644.20M","0.31%"
"05/20/2022","2,639.29","2,605.78","2,641.68","2,605.38","755.65M","1.81%"
"05/19/2022","2,592.34","2,576.24","2,597.79","2,568.54","677.60M","-1.28%"
"05/18/2022","2,625.98","2,634.75","2,644.13","2,618.00","870.27M","0.21%"
"05/17/2022","2,620.44","2,603.58","2,621.84","2,603.58","873.52M","0.92%"
"05/16/2022","2,596.58","2,624.69","2,629.20","2,593.61","780.20M","-0.29%"
"05/13/2022","2,604.24","2,570.01","2,605.84","2,565.96","788.54M","2.12%"
"05/12/2022","2,550.08","2,569.50","2,591.57","2,546.80","900.33M","-1.63%"
"05/11/2022","2,592.27","2,586.52","2,599.11","2,579.09","679.51M","-0.17%"
"05/10/2022","2,596.56","2,590.13","2,602.75","2,553.01","841.46M","-0.55%"
"05/09/2022","2,610.81","2,634.32","2,642.75","2,606.08","892.65M","-1.27%"
"05/06/2022","2,644.51","2,650.89","2,652.51","2,635.97","1.33B","-1.23%"
"05/04/2022","2,677.57","2,690.45","2,696.03","2,667.23","1.18B","-0.11%"
"05/03/2022","2,680.46","2,690.16","2,702.10","2,680.46","883.40M","-0.26%"
"05/02/2022","2,687.45","2,669.21","2,689.91","2,667.85","873.72M","-0.28%"
"04/29/2022","2,695.05","2,669.18","2,696.10","2,664.06","962.40K","1.03%"
"04/28/2022","2,667.49","2,656.54","2,667.49","2,638.37","899.17M","1.08%"
"04/27/2022","2,639.06","2,630.58","2,641.82","2,615.50","1.07B","-1.10%"
"04/26/2022","2,668.31","2,674.00","2,678.05","2,663.83","889.94M","0.42%"
"04/25/2022","2,657.13","2,676.67","2,680.35","2,657.04","988.35K","-1.76%"
"04/22/2022","2,704.71","2,704.72","2,708.58","2,690.48","1.24B","-0.86%"
