"Date","Price","Open","High","Low","Vol.","Change %"
"03/04/2014","439.35","432.55","439.35","432.55","219.75M","2.03%"
"03/03/2014","430.60","434.14","434.55","430.24","278.20M","-2.62%"
"02/28/2014","442.17","441.11","442.54","439.83","156.42M","0.20%"
"02/27/2014","441.28","442.09","442.77","438.64","167.91M","-0.31%"
"02/26/2014","442.67","442.22","442.69","441.33","152.48M","0.09%"
"02/25/2014","442.28","441.27","442.28","440.21","188.61M","0.09%"
"02/24/2014","441.88","437.73","441.88","436.64","211.37M","1.80%"
"02/21/2014","434.08","432.91","434.16","432.39","174.14M","0.46%"
"02/20/2014","432.08","427.76","432.08","427.03","154.93M","0.27%"
"02/19/2014","430.92","427.56","430.92","426.84","147.83M","0.77%"
"02/18/2014","427.64","431.60","431.60","426.83","159.13M","-0.80%"
"02/17/2014","431.07","429.62","431.59","429.62","129.60M","0.57%"
"02/14/2014","428.62","427.13","429.05","426.49","198.47M","0.36%"
"02/13/2014","427.07","426.84","427.07","423.69","199.70M","0.00%"
"02/12/2014","427.06","429.42","429.91","427.05","188.70M","-0.21%"
"02/11/2014","427.97","423.90","427.97","423.90","166.02M","1.37%"
"02/10/2014","422.19","422.17","422.71","421.14","154.32M","0.34%"
"02/07/2014","420.77","420.76","421.18","419.41","190.76M","0.42%"
"02/06/2014","419.01","415.93","420.41","415.34","268.81M","1.40%"
"02/05/2014","413.23","412.04","414.08","410.72","209.05M","0.88%"
"02/04/2014","409.61","409.03","410.10","407.27","180.36M","-0.37%"
"02/03/2014","411.14","416.32","418.82","410.91","179.75M","-1.34%"
"01/31/2014","416.72","417.21","417.41","413.46","197.67M","0.06%"
"01/30/2014","416.46","416.11","418.21","414.35","246.27M","-0.37%"
"01/29/2014","418.02","422.95","424.00","414.59","287.88M","-0.65%"
"01/28/2014","420.74","420.12","421.30","418.05","206.33M","0.35%"
"01/27/2014","419.27","420.40","420.43","416.55","205.12M","-0.42%"
"01/24/2014","421.03","428.49","429.73","421.03","195.85M","-1.69%"
"01/23/2014","428.28","432.40","432.95","427.75","236.84M","-1.10%"
"01/22/2014","433.05","432.13","433.90","431.70","218.98M","0.34%"
"01/21/2014","431.59","431.99","433.25","431.30","311.86M","-0.09%"
"01/20/2014","431.97","431.95","432.58","431.48","246.32M","-0.10%"
"01/17/2014","432.41","430.50","432.56","430.50","293.35M","0.42%"
"01/16/2014","430.60","430.82","431.30","430.08","293.12M","0.00%"
